town,year_revenue,avg_daily_rate,occupancy,active_days,length_of_stay,min_stay,management,bedrooms,bathrooms,max_guests,listed_price,is_active,economic_category,blocked_days,rating,num_reviews,beachfront,hot_tub,ev_charger,kitchen,pool,pets_allowed,smoking_allowed,revenue_group,occupancy_group
Colchester,9898,102.04,71,137,19.0,2,Small,2,1.0,4,132,Yes,Midscale,12,5.0,2,No,No,No,Yes,No,No,No,Low,High
Colchester,10062,137.83,61,119,16.0,2,Small,2,2.0,4,184,No,Upscale,14,4.67,3,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,10147,111.5,64,143,5.0,3,Small,2,2.0,4,148,Yes,Midscale,179,4.5,0,No,No,No,Yes,No,No,No,Low,High
Colchester,10148,85.27,41,291,4.0,3,Individual,2,2.0,6,106,Yes,Midscale,75,5.0,4,No,No,Yes,Yes,No,No,No,Low,Low
Colchester,10350,72.38,59,244,11.0,1,Individual,2,1.5,4,84,Yes,Midscale,73,4.88,74,No,No,No,Yes,No,No,No,Low,Low
Colchester,10437,130.46,44,180,4.0,2,Individual,2,1.0,5,135,Yes,Upscale,106,5.0,21,No,No,No,Yes,No,No,No,Low,Low
Colchester,10867,100.62,72,151,9.0,3,Small,2,1.5,4,114,No,Midscale,155,4.93,14,No,No,No,Yes,No,No,No,Low,High
Colchester,11064,65.47,76,223,23.0,7,Large,2,1.0,3,91,Yes,Economy,5,4.0,3,No,No,No,Yes,No,No,No,Low,High
Colchester,11348,78.26,78,186,9.0,2,Moderate,2,1.0,4,92,No,Midscale,48,4.5,8,No,No,No,No,No,No,No,Low,High
Colchester,11578,61.58,74,253,4.0,2,Individual,2,1.0,5,77,Yes,Economy,36,5.0,4,No,No,No,Yes,No,No,No,Low,High
Colchester,11781,157.08,63,119,17.0,2,Small,2,1.0,3,152,Yes,Upscale,19,4.0,2,No,Yes,No,Yes,No,Yes,Yes,Low,High
Colchester,11783,78.55,77,195,21.0,2,Small,2,2.0,4,106,Yes,Midscale,171,4.94,16,No,No,No,Yes,No,No,No,Low,High
Colchester,11862,204.51,76,76,2.0,1,Large,2,1.0,4,222,Yes,Upscale,25,4.0,1,No,Yes,No,Yes,No,Yes,No,Low,High
Colchester,11877,83.06,62,230,10.0,3,Large,2,1.0,3,100,No,Midscale,19,4.88,8,No,No,No,Yes,No,No,No,Low,Low
Colchester,11919,125.46,26,360,8.0,1,Moderate,2,1.5,4,115,Yes,Upscale,6,4.9,50,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,12142,111.4,93,117,23.0,3,Small,2,2.0,5,152,No,Midscale,4,4.57,7,No,No,No,Yes,No,No,No,Low,High
Colchester,12145,86.75,64,218,10.0,2,Individual,2,2.0,4,101,Yes,Midscale,126,4.95,19,No,No,No,Yes,No,Yes,No,Low,High
Colchester,12365,103.04,70,172,28.0,2,Small,2,1.5,4,136,Yes,Midscale,10,4.68,19,No,No,No,Yes,No,No,No,Low,High
Colchester,12373,73.65,49,344,3.0,1,Individual,2,2.0,4,90,Yes,Midscale,22,4.78,32,No,No,No,Yes,No,No,No,Low,Low
Colchester,12499,72.25,88,197,24.0,1,Individual,2,1.0,4,80,Yes,Midscale,63,4.87,15,No,No,No,Yes,No,No,No,Low,High
Colchester,12552,68.59,55,333,7.0,2,Small,2,1.5,6,86,Yes,Midscale,33,4.86,14,No,No,No,Yes,Yes,No,No,High,Low
Colchester,12728,73.15,77,227,12.0,2,Individual,2,2.0,2,95,No,Midscale,41,5.0,15,No,No,No,Yes,No,No,No,High,High
Colchester,12745,66.04,70,277,16.0,7,Small,2,2.0,4,92,Yes,Economy,89,4.0,2,No,No,No,Yes,No,No,No,High,High
Colchester,12759,92.46,51,269,18.0,2,Small,2,1.0,4,121,Yes,Midscale,22,5.0,5,No,No,No,Yes,No,No,No,High,Low
Colchester,13060,95.33,57,239,5.0,1,Small,2,1.0,5,124,No,Midscale,34,4.6,15,No,No,No,Yes,No,No,No,High,Low
Colchester,13520,127.54,92,115,6.0,1,Large,2,1.0,6,161,No,Upscale,23,4.86,0,No,No,No,Yes,Yes,Yes,No,High,High
Colchester,13846,94.19,59,248,8.0,3,Individual,2,1.0,4,124,Yes,Midscale,118,4.78,46,No,No,No,Yes,No,Yes,No,High,Low
Colchester,14025,60.98,87,265,20.0,2,Individual,2,1.0,4,78,Yes,Economy,101,4.92,77,No,No,No,Yes,No,No,No,High,High
Colchester,14035,86.1,49,331,4.0,1,Individual,2,1.5,5,92,Yes,Midscale,35,4.71,210,No,No,No,Yes,No,No,No,High,Low
Colchester,14118,134.46,29,363,8.0,2,Small,2,2.0,4,182,Yes,Upscale,3,4.88,8,No,No,No,Yes,No,No,No,High,Low
Colchester,14142,99.59,76,186,14.0,5,Individual,2,2.0,4,128,No,Midscale,0,5.0,4,No,No,No,Yes,No,No,No,High,High
Colchester,14178,71.25,62,321,5.0,2,Small,2,2.0,6,94,Yes,Midscale,45,4.73,30,No,No,No,Yes,No,No,No,High,Low
Colchester,14200,107.57,51,258,6.0,2,Individual,2,1.0,4,116,Yes,Midscale,108,5.0,70,No,No,No,Yes,No,No,No,High,Low
Colchester,14242,219.11,96,68,2.0,2,Large,2,1.0,4,220,Yes,Upscale,32,3.0,2,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,14282,103.49,63,220,20.0,2,Individual,2,1.0,4,113,Yes,Midscale,70,4.87,15,No,No,No,Yes,No,Yes,No,High,High
Colchester,14475,96.5,52,287,8.0,6,Small,2,1.0,4,134,Yes,Midscale,38,3.5,2,No,No,No,Yes,No,No,No,High,Low
Colchester,14495,100.66,66,217,10.0,7,Large,2,2.0,4,121,No,Midscale,60,5.0,19,No,No,No,Yes,No,No,No,High,High
Colchester,14654,200.74,100,73,3.0,1,Large,2,1.0,4,218,Yes,Upscale,28,4.0,1,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,14763,54.68,86,315,7.0,1,Small,2,1.0,4,62,Yes,Economy,51,4.82,150,No,No,No,Yes,No,No,No,High,High
Colchester,14785,205.35,99,73,3.0,2,Large,2,1.0,4,220,Yes,Upscale,26,4.5,2,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,14968,73.37,82,249,9.0,3,Small,2,2.0,4,98,Yes,Midscale,117,4.86,0,No,No,No,Yes,Yes,No,No,High,High
Colchester,15298,47.21,89,364,13.0,2,Individual,2,1.0,4,59,Yes,Economy,2,4.96,69,No,No,No,Yes,Yes,Yes,No,High,High
Colchester,15393,76.2,72,281,5.0,3,Individual,2,1.0,4,95,Yes,Midscale,85,4.89,65,No,No,No,Yes,No,No,No,High,High
Colchester,15624,73.35,76,281,7.0,2,Individual,2,1.5,6,85,Yes,Midscale,85,5.0,19,No,No,No,No,No,No,No,High,High
Colchester,15627,86.82,61,294,7.0,3,Individual,2,1.0,4,95,Yes,Midscale,72,4.97,111,No,No,Yes,Yes,No,No,No,High,Low
Colchester,15724,86.87,76,238,17.0,5,Large,2,2.0,4,125,Yes,Midscale,92,5.0,8,No,No,No,Yes,No,No,No,High,High
Colchester,15858,114.91,55,249,7.0,2,Small,2,2.0,5,120,Yes,Upscale,117,4.88,115,No,No,No,Yes,No,Yes,No,High,Low
Colchester,15900,72.94,81,269,7.0,4,Small,2,1.0,4,86,Yes,Midscale,97,4.75,67,No,No,No,Yes,No,No,Yes,High,High
Colchester,15965,107.87,72,206,5.0,2,Individual,2,1.5,6,133,No,Midscale,38,5.0,31,No,No,No,Yes,No,No,No,High,High
Colchester,16091,121.9,75,175,11.0,1,Moderate,2,1.0,5,220,Yes,Upscale,171,4.0,1,No,No,No,Yes,No,No,No,High,High
Colchester,16198,83.5,60,325,2.0,1,Small,2,1.0,6,97,Yes,Midscale,41,4.74,54,No,No,No,Yes,No,Yes,No,High,Low
Colchester,16371,71.18,86,267,23.0,3,Moderate,2,2.0,4,100,Yes,Midscale,99,5.0,1,No,No,No,Yes,No,No,No,High,High
Colchester,16401,63.57,73,355,14.0,2,Small,2,1.0,4,128,No,Economy,5,4.87,15,No,No,No,Yes,No,No,No,High,High
Colchester,16519,89.29,80,232,12.0,2,Small,2,1.0,6,109,No,Midscale,47,4.9,10,No,No,No,Yes,No,Yes,No,High,High
Colchester,17029,86.01,56,353,6.0,2,Small,2,1.0,5,97,Yes,Midscale,13,4.74,72,No,No,No,Yes,No,Yes,No,High,Low
Colchester,17047,127.22,85,157,5.0,1,Large,2,1.0,4,205,No,Upscale,72,4.57,7,No,No,No,Yes,No,Yes,No,High,High
Colchester,17208,102.43,57,296,4.0,2,Small,2,1.0,5,111,Yes,Midscale,66,4.68,28,No,No,No,Yes,No,No,No,High,Low
Colchester,17258,118.2,100,146,35.0,3,Moderate,2,2.0,6,114,No,Upscale,92,4.75,20,No,No,No,Yes,No,No,No,High,High
Colchester,17415,183.32,28,340,2.0,2,Small,2,2.0,6,184,Yes,Upscale,26,5.0,1,No,No,No,Yes,No,No,No,High,Low
Colchester,17538,128.95,42,321,3.0,1,Small,2,1.0,6,141,Yes,Upscale,23,4.41,17,No,No,No,Yes,No,No,No,High,Low
Colchester,17652,106.34,77,217,15.0,2,Individual,2,1.5,4,144,Yes,Midscale,149,5.0,47,No,No,No,Yes,No,No,No,High,High
Colchester,17670,79.24,69,321,8.0,1,Small,2,2.0,4,74,Yes,Midscale,45,4.94,431,No,No,No,Yes,Yes,Yes,No,High,High
Colchester,17703,129.22,90,152,16.0,3,Individual,2,2.0,4,166,No,Upscale,204,5.0,7,No,No,No,Yes,No,No,No,High,High
Colchester,17710,118.86,42,352,4.0,2,Small,2,1.0,4,122,Yes,Upscale,14,4.72,132,No,No,No,Yes,No,Yes,No,High,Low
Colchester,17830,119.67,99,151,11.0,2,Individual,2,1.0,4,148,Yes,Upscale,181,5.0,16,No,No,No,Yes,No,Yes,No,High,High
Colchester,18056,123.67,71,205,6.0,1,Individual,2,1.0,4,133,No,Upscale,93,5.0,78,No,No,No,Yes,No,No,No,High,High
Colchester,18122,80.19,80,281,12.0,2,Moderate,2,1.5,4,99,No,Midscale,76,4.71,7,No,No,No,Yes,No,Yes,No,High,High
Colchester,18260,125.07,48,303,7.0,1,Small,2,1.0,4,167,Yes,Upscale,63,4.71,7,No,No,No,Yes,No,Yes,No,High,Low
Colchester,18350,83.41,74,299,9.0,1,Individual,2,2.0,4,104,Yes,Midscale,67,4.5,44,No,No,No,Yes,No,No,No,High,High
Colchester,18431,79.79,80,288,35.0,7,Small,2,1.0,4,109,Yes,Midscale,78,5.0,1,No,No,No,Yes,No,No,No,High,High
Colchester,18725,85.5,68,324,12.0,2,Small,2,1.0,5,92,Yes,Midscale,42,4.73,189,No,No,No,Yes,No,Yes,No,High,High
Colchester,18861,116.43,52,311,2.0,1,Small,2,1.0,6,129,Yes,Upscale,55,4.79,86,No,No,No,Yes,No,Yes,No,High,Low
Colchester,19444,96.26,70,290,14.0,2,Small,2,1.0,6,95,Yes,Midscale,76,4.9,143,No,No,Yes,Yes,No,Yes,No,High,High
Colchester,19585,99.92,59,331,6.0,2,Small,2,1.0,5,140,Yes,Midscale,35,5.0,1,No,No,No,Yes,No,No,No,High,Low
Colchester,19904,83.63,65,364,7.0,2,Individual,2,1.0,4,96,Yes,Midscale,2,4.82,77,No,No,No,Yes,No,Yes,No,High,High
Colchester,20236,74.95,89,303,4.0,2,Individual,2,1.5,4,79,Yes,Midscale,63,4.84,254,No,No,No,Yes,No,Yes,No,High,High
Colchester,20592,84.74,73,333,4.0,2,Moderate,2,1.0,4,112,Yes,Midscale,33,5.0,6,No,No,No,Yes,No,Yes,No,High,High
Colchester,20729,97.78,60,352,4.0,2,Small,2,1.0,4,109,Yes,Midscale,14,4.95,22,No,No,No,Yes,No,Yes,No,High,Low
Colchester,20746,155.98,37,361,4.0,2,Individual,2,1.0,4,170,Yes,Upscale,5,4.84,49,No,No,No,Yes,No,No,No,High,Low
Colchester,20799,91.22,77,295,8.0,3,Individual,2,1.0,4,104,Yes,Midscale,62,4.98,103,No,No,No,Yes,No,No,No,High,High
Colchester,21047,78.53,95,283,25.0,1,Moderate,2,1.0,4,95,No,Midscale,73,4.75,16,No,No,No,Yes,No,No,No,High,High
Colchester,21350,116.03,68,271,10.0,2,Individual,2,1.0,4,137,Yes,Upscale,95,4.97,89,No,No,No,Yes,No,No,No,High,High
Colchester,21513,86.4,73,342,4.0,2,Moderate,2,1.0,4,113,Yes,Midscale,24,5.0,4,No,No,No,Yes,No,Yes,No,High,High
Colchester,21558,77.83,80,346,7.0,4,Moderate,2,2.0,4,102,Yes,Midscale,20,4.78,18,No,No,No,Yes,No,No,No,High,High
Colchester,21643,116.36,61,303,7.0,1,Small,2,1.0,4,161,Yes,Upscale,63,5.0,3,No,No,No,Yes,No,Yes,No,High,Low
Colchester,21676,78.54,98,281,6.0,2,Large,2,1.0,4,99,Yes,Midscale,85,4.29,7,No,No,No,Yes,No,No,No,High,High
Colchester,22583,177.81,78,163,4.0,2,Small,2,1.0,4,229,No,Upscale,108,4.6,5,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,22703,103.67,94,232,12.0,1,Large,2,1.0,4,114,Yes,Midscale,134,5.0,2,No,No,No,Yes,No,No,No,High,High
Colchester,23028,100.56,97,237,8.0,3,Large,2,1.0,4,101,Yes,Midscale,125,4.75,8,No,No,No,Yes,No,Yes,No,High,High
Colchester,23060,98.55,70,336,6.0,3,Small,2,1.0,6,109,Yes,Midscale,30,4.75,88,No,No,No,Yes,No,No,No,High,High
Colchester,23091,83.66,81,340,18.0,4,Moderate,2,1.0,4,110,Yes,Midscale,26,4.67,15,No,No,No,Yes,No,Yes,No,High,High
Colchester,23305,115.37,73,276,8.0,2,Individual,2,2.5,6,130,Yes,Upscale,90,4.95,44,No,No,No,Yes,No,Yes,No,High,High
Colchester,23315,72.18,98,331,7.0,2,Individual,2,1.5,6,77,Yes,Midscale,35,5.0,71,No,No,No,Yes,No,Yes,No,High,High
Colchester,23329,100.99,68,340,9.0,3,Small,2,1.0,6,110,Yes,Midscale,26,4.64,97,No,No,No,Yes,No,No,No,High,High
Colchester,23394,77.72,86,349,8.0,2,Small,2,2.0,4,97,Yes,Midscale,17,4.93,28,No,No,No,Yes,No,No,No,High,High
Colchester,23599,90.77,77,337,10.0,7,Large,2,1.0,4,109,No,Midscale,3,4.85,27,No,No,No,Yes,No,Yes,No,High,High
Colchester,23765,100.7,78,302,10.0,7,Large,2,1.0,4,122,Yes,Midscale,21,5.0,8,No,No,No,Yes,No,No,No,High,High
Colchester,23788,89.43,77,347,6.0,3,Moderate,2,1.0,4,112,Yes,Midscale,19,4.92,13,No,No,No,Yes,No,Yes,No,High,High
Colchester,24238,106.77,69,328,3.0,1,Small,2,1.0,6,124,Yes,Midscale,38,4.91,53,No,No,No,Yes,No,Yes,No,High,High
Colchester,24255,76.51,88,361,14.0,2,Small,2,1.0,6,86,Yes,Midscale,5,4.55,64,No,No,No,Yes,No,No,No,High,High
Colchester,24377,106.45,65,352,10.0,2,Small,2,1.0,4,109,Yes,Midscale,14,4.84,171,No,No,No,Yes,No,Yes,No,High,High
Colchester,25167,85.02,88,336,18.0,7,Large,2,1.0,4,110,Yes,Midscale,30,5.0,13,No,No,No,Yes,No,No,No,High,High
Colchester,25801,105.31,89,275,33.0,1,Small,2,1.0,4,156,Yes,Midscale,91,5.0,4,No,No,No,Yes,No,No,No,High,High
Colchester,26037,116.76,65,343,8.0,2,Small,2,2.0,5,122,Yes,Upscale,23,4.81,26,No,No,No,Yes,No,No,No,High,High
Colchester,26258,92.78,80,355,18.0,7,Small,2,1.0,6,114,Yes,Midscale,11,4.94,94,No,No,No,Yes,No,No,No,High,High
Colchester,28273,96.5,93,315,5.0,2,Individual,2,2.0,4,122,Yes,Midscale,51,4.97,58,No,No,No,Yes,No,No,No,High,High
Colchester,28411,204.39,81,171,3.0,2,Small,2,1.0,4,230,No,Upscale,99,4.76,25,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,29440,207.33,81,175,3.0,2,Small,2,1.0,4,232,No,Upscale,96,4.72,18,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,29551,97.21,93,328,4.0,2,Individual,2,1.0,2,97,Yes,Midscale,38,4.96,238,No,No,No,Yes,No,No,No,High,High
Colchester,29873,238.99,94,133,4.0,2,Large,2,1.0,4,304,No,Upscale,11,4.86,0,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,31973,117.98,77,354,16.0,2,Small,2,1.5,6,152,Yes,Upscale,12,5.0,32,No,No,No,Yes,No,Yes,No,High,High
Colchester,32327,171.95,98,192,10.0,2,Small,2,1.0,4,230,No,Upscale,78,4.58,12,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,32784,124.18,74,359,13.0,3,Small,2,1.0,6,149,Yes,Upscale,7,4.95,153,No,No,No,Yes,No,Yes,No,High,High
Colchester,33011,251.99,96,136,4.0,2,Large,2,1.0,4,287,No,Upscale,7,5.0,0,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,33466,115.0,95,307,15.0,2,Large,2,1.0,4,119,Yes,Upscale,52,4.5,6,No,No,No,Yes,No,Yes,No,High,High
Colchester,34061,198.03,48,360,4.0,3,Small,2,1.0,4,194,Yes,Upscale,6,4.97,122,No,No,No,Yes,No,Yes,No,High,Low
Colchester,34518,143.83,100,241,5.0,3,Small,2,2.0,4,191,Yes,Upscale,121,4.86,0,No,Yes,No,Yes,No,No,No,High,High
Colchester,35895,180.38,97,206,6.0,3,Large,2,2.0,4,224,Yes,Upscale,160,5.0,6,No,Yes,No,Yes,Yes,No,No,High,High
Colchester,36450,153.8,65,366,22.0,2,Individual,2,2.5,4,188,Yes,Upscale,0,4.88,33,No,No,No,Yes,No,Yes,No,High,High
Colchester,36511,168.25,67,323,4.0,2,Small,2,2.0,4,161,Yes,Upscale,43,4.98,99,No,No,No,Yes,No,No,No,High,High
Colchester,36687,272.97,91,140,4.0,2,Large,2,1.0,4,310,No,Upscale,3,4.86,1,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,38456,171.68,100,225,6.0,1,Large,2,1.0,4,229,Yes,Upscale,136,4.86,7,No,No,No,Yes,No,Yes,No,High,High
Colchester,43758,247.22,86,206,4.0,2,Small,2,1.0,4,238,No,Upscale,65,4.79,94,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,44054,156.78,98,286,14.0,1,Large,2,2.0,4,151,No,Upscale,13,5.0,4,No,No,No,Yes,No,No,No,High,High
Colchester,45546,137.19,99,337,6.0,2,Large,2,1.0,3,172,Yes,Upscale,29,5.0,3,No,No,No,Yes,No,Yes,No,High,High
Colchester,52944,272.97,95,138,3.0,2,Large,2,1.0,4,313,No,Upscale,6,4.67,3,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,52944,147.57,100,366,5.0,3,Small,2,2.0,4,194,Yes,Upscale,0,5.0,4,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,52944,192.79,99,313,6.0,1,Large,2,1.5,4,166,Yes,Upscale,49,5.0,3,No,Yes,No,Yes,No,Yes,No,High,High
Colchester,52944,201.33,100,350,7.0,2,Large,2,2.0,4,281,Yes,Upscale,16,5.0,6,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,2040,75.56,73,37,4.0,1,Unknown,2,3.0,3,80,Yes,Economy,32,5.0,4,No,No,No,Yes,No,Yes,No,Low,High
Saffron-Walden,2211,122.84,49,37,2.0,1,Individual,2,1.0,4,125,No,Midscale,80,4.89,9,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,3114,62.28,50,101,13.0,2,Individual,2,1.0,4,82,No,Economy,46,3.33,3,No,No,No,Yes,No,No,No,Low,Low
Saffron-Walden,3700,72.55,29,176,7.0,1,Small,2,1.0,5,114,No,Economy,11,5.0,5,No,No,No,No,No,No,No,Low,Low
Saffron-Walden,4182,83.64,37,136,11.0,2,Individual,2,1.0,5,122,Yes,Economy,4,5.0,2,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,4351,111.55,27,142,7.0,2,Moderate,2,3.0,6,145,Yes,Midscale,100,4.6,0,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,5494,114.45,96,50,39.0,4,Moderate,2,1.0,4,139,No,Midscale,0,4.86,2,No,No,No,Yes,No,No,No,Low,High
Saffron-Walden,6304,114.61,71,77,2.0,1,Large,2,1.0,4,144,No,Midscale,42,4.86,0,No,No,No,Yes,No,No,No,Low,High
Saffron-Walden,7005,212.26,27,123,8.0,5,Small,2,2.0,4,316,No,Upscale,18,4.9,10,No,No,No,Yes,No,No,No,Low,Low
Saffron-Walden,7194,87.73,78,105,11.0,2,Moderate,2,1.0,4,130,Yes,Midscale,221,4.46,0,No,No,No,Yes,No,No,No,Low,High
Saffron-Walden,7549,85.79,67,132,8.0,1,Individual,2,2.0,3,115,No,Economy,16,4.5,14,No,No,No,Yes,No,No,No,Low,High
Saffron-Walden,10098,201.95,31,160,8.0,2,Small,2,1.0,6,215,No,Upscale,3,4.8,70,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,10324,141.43,43,169,8.0,1,Moderate,2,3.0,6,143,Yes,Upscale,74,4.65,17,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,10628,177.13,17,350,4.0,1,Individual,2,1.0,6,177,Yes,Upscale,16,4.94,70,No,No,Yes,Yes,No,No,No,Low,Low
Saffron-Walden,11426,68.01,78,216,19.0,1,Small,2,1.0,4,94,No,Economy,0,4.5,2,No,No,No,Yes,No,No,No,Low,High
Saffron-Walden,11949,75.62,92,171,24.0,5,Small,2,1.0,4,111,No,Economy,41,4.43,7,No,No,No,Yes,No,Yes,No,Low,High
Saffron-Walden,12293,163.91,35,216,6.0,1,Moderate,2,1.5,3,183,Yes,Upscale,150,4.98,44,No,No,No,Yes,No,Yes,No,Low,Low
Saffron-Walden,12398,199.97,53,117,5.0,2,Small,2,1.0,6,174,Yes,Upscale,67,5.0,16,No,Yes,Yes,Yes,No,Yes,No,Low,Low
Saffron-Walden,12754,255.08,89,56,2.0,1,Large,2,1.0,6,331,No,Upscale,35,4.58,0,No,Yes,No,Yes,No,Yes,No,High,High
Saffron-Walden,15480,78.18,70,284,5.0,1,Individual,2,1.5,3,91,Yes,Economy,82,5.0,34,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,15768,89.08,78,226,14.0,2,Small,2,1.0,4,97,Yes,Midscale,66,4.93,29,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,15848,111.6,49,287,4.0,1,Small,2,1.0,3,125,Yes,Midscale,39,4.67,21,No,No,No,Yes,No,No,No,High,Low
Saffron-Walden,16139,72.05,69,324,16.0,2,Small,2,1.5,5,82,Yes,Economy,42,4.86,102,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,16226,65.96,68,360,21.0,2,Small,2,2.0,4,118,Yes,Economy,6,4.63,24,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,16946,67.79,70,355,10.0,4,Individual,2,1.0,4,71,Yes,Economy,11,4.97,128,No,No,Yes,Yes,No,No,No,High,High
Saffron-Walden,17620,91.3,65,296,3.0,2,Individual,2,3.0,3,115,Yes,Midscale,70,5.0,24,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,17756,88.78,81,246,5.0,3,Individual,2,1.0,4,110,Yes,Midscale,97,4.67,18,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,21093,100.45,78,270,10.0,2,Individual,2,1.5,4,109,Yes,Midscale,96,4.95,60,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,21985,76.6,83,347,7.0,2,Individual,2,1.0,4,81,Yes,Economy,19,4.91,241,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,22230,68.19,100,327,7.0,3,Small,2,1.0,4,89,Yes,Economy,39,4.92,61,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,23981,105.64,63,361,7.0,2,Individual,2,1.0,4,127,Yes,Midscale,5,4.92,65,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,24653,112.57,65,338,17.0,3,Individual,2,1.0,3,140,Yes,Midscale,28,5.0,25,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,25176,129.77,61,318,4.0,1,Individual,2,1.5,6,133,Yes,Midscale,48,4.93,411,No,No,No,Yes,No,No,No,High,Low
Saffron-Walden,25397,106.26,74,325,8.0,2,Small,2,1.0,4,122,Yes,Midscale,38,4.88,17,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,25684,191.67,60,223,4.0,2,Small,2,1.0,6,177,Yes,Upscale,87,4.89,9,No,Yes,Yes,Yes,No,Yes,No,High,Low
Saffron-Walden,26836,97.94,78,350,6.0,2,Small,2,1.0,4,115,Yes,Midscale,16,4.86,63,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,32041,264.8,60,203,3.0,1,Moderate,2,1.0,6,293,Yes,Upscale,163,5.0,2,No,Yes,No,Yes,No,Yes,No,High,Low
Saffron-Walden,32210,102.58,89,352,22.0,2,Large,2,2.0,5,145,Yes,Midscale,14,5.0,2,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,32913,231.78,80,177,2.0,1,Moderate,2,2.5,4,247,Yes,Upscale,189,5.0,5,No,Yes,Yes,Yes,No,Yes,No,High,High
Saffron-Walden,33421,174.98,63,301,3.0,1,Moderate,2,1.0,4,135,Yes,Upscale,65,4.83,6,No,No,Yes,Yes,No,Yes,No,High,High
Saffron-Walden,34871,137.83,94,268,4.0,2,Individual,2,1.0,4,149,Yes,Midscale,98,4.97,168,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,37705,155.81,100,242,6.0,1,Large,2,3.0,6,142,Yes,Upscale,7,4.96,51,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,41297,124.76,100,332,5.0,5,Individual,2,2.0,4,147,Yes,Midscale,34,4.94,32,No,No,No,Yes,No,No,No,High,High
Saffron-Walden,46638,194.33,78,307,4.0,3,Small,2,1.0,6,234,Yes,Upscale,59,4.9,60,No,Yes,Yes,Yes,No,Yes,No,High,High
Saffron-Walden,52944,188.33,100,362,5.0,3,Moderate,2,1.0,4,252,Yes,Upscale,4,5.0,4,No,No,No,Yes,No,Yes,No,High,High
Saffron-Walden,52944,272.97,61,354,2.0,2,Small,2,2.5,4,331,Yes,Upscale,12,5.0,11,No,Yes,Yes,Yes,No,No,No,High,Low
Clacton-on-Sea,267,64.15,2,161,2.0,2,Individual,2,1.0,5,77,Yes,Midscale,164,4.86,0,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,447,63.79,8,83,4.0,2,Large,2,1.0,6,67,No,Midscale,0,4.5,20,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,729,182.21,5,73,4.0,2,Individual,2,1.0,4,200,No,Upscale,12,4.75,4,Yes,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,816,74.17,6,186,4.0,3,Small,2,1.0,6,86,Yes,Midscale,180,4.64,11,No,No,No,No,Yes,No,No,Low,Low
Clacton-on-Sea,856,77.81,6,186,2.0,1,Small,2,2.0,6,95,Yes,Midscale,176,4.86,0,No,No,No,Yes,Yes,No,No,Low,Low
Clacton-on-Sea,1110,85.37,10,135,3.0,2,Small,2,1.0,6,111,Yes,Midscale,122,5.0,2,No,No,No,No,No,No,No,Low,Low
Clacton-on-Sea,1887,75.49,20,127,22.0,3,Small,2,1.5,6,103,Yes,Midscale,12,4.86,0,No,No,No,Yes,Yes,No,No,Low,Low
Clacton-on-Sea,2235,55.88,17,240,11.0,3,Small,2,1.0,6,74,Yes,Economy,122,4.6,0,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,2399,79.98,9,318,15.0,3,Small,2,1.0,5,109,Yes,Midscale,48,4.71,41,No,No,No,Yes,No,No,No,Low,Low
